host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label,device_type_encoded,predicted_label
host_1927,8,5.32,1,0,0,0,1,router,0,345.17,0,1,2,1
host_1929,27,9.54,0,0,0,0,0,endpoint,0,330.93,3,1,1,1
host_1932,71,9.22,1,0,1,0,0,server,0,258.4,21,1,3,1
host_1934,93,9.02,3,0,0,0,0,endpoint,0,214.34,19,1,1,1
host_1935,64,9.17,2,1,0,0,0,IoT,0,278.43,11,1,0,1
host_1936,44,9.31,2,0,0,0,0,router,0,254.42,3,1,2,1
host_1937,53,2.7,5,0,0,0,0,IoT,0,357.27,9,1,0,1
host_1939,60,8.7,1,0,0,0,0,endpoint,0,326.81,22,1,1,1
host_1943,15,0.56,1,1,0,0,1,server,0,331.66,2,1,3,1
host_1948,17,5.15,1,1,1,0,0,endpoint,1,302.55,2,1,1,1
host_1950,9,6.5,3,1,0,0,0,server,0,305.67,13,1,3,1
host_1951,38,4.24,3,1,0,0,0,server,0,362.7,11,1,3,1
host_1952,48,4.25,3,1,1,0,0,server,0,267.85,14,1,3,1
host_1955,86,5.87,4,1,0,0,0,server,0,379.11,20,1,3,1
host_1957,88,3.26,2,0,0,0,1,server,0,260.41,18,1,3,1
host_1958,72,7.22,3,1,0,0,0,server,0,193.94,15,1,3,1
host_1960,64,9.14,4,1,0,0,1,endpoint,1,279.15,17,1,1,1
host_1962,81,9.62,5,0,1,0,0,endpoint,1,335.12,2,1,1,1
host_1963,72,4.62,3,1,0,0,1,endpoint,0,252.26,2,1,1,1
host_1966,94,0.1,1,0,0,0,0,endpoint,1,229.18,5,1,1,1
host_1968,82,1.09,1,0,0,0,1,server,0,345.01,13,1,3,1
host_1969,95,6.6,1,1,0,0,1,endpoint,1,271.15,8,1,1,1
host_1970,38,3.19,4,1,1,1,0,endpoint,0,309.74,18,1,1,1
host_1971,32,7.67,1,0,1,0,0,endpoint,1,274.28,5,1,1,1
host_1973,45,9.0,0,0,0,0,0,endpoint,0,322.7,3,1,1,1
host_1974,89,5.23,3,0,0,0,0,IoT,0,285.42,2,1,0,1
host_1975,33,1.15,2,0,0,0,1,endpoint,0,162.0,9,1,1,1
host_1977,8,2.07,1,1,0,0,1,router,0,305.07,1,1,2,1
host_1980,51,6.72,1,0,0,0,1,IoT,0,232.94,22,1,0,1
host_1981,88,9.12,2,0,0,0,0,server,1,328.73,8,1,3,1
host_1982,41,5.02,1,1,0,0,0,endpoint,1,290.24,23,1,1,1
host_1983,17,9.66,1,0,1,0,0,router,0,310.14,21,1,2,1
host_1984,76,9.42,1,0,0,0,0,endpoint,0,419.82,20,1,1,1
host_1985,46,8.65,1,0,0,0,1,router,0,325.38,21,1,2,1
host_1987,79,1.41,2,0,0,0,0,endpoint,1,325.31,6,1,1,1
host_1988,80,2.18,1,0,0,0,0,router,1,309.42,19,1,2,1
host_1989,54,6.48,2,0,0,0,1,endpoint,0,351.9,2,1,1,1
host_1990,86,4.22,4,0,1,0,0,server,0,316.44,17,1,3,1
host_1992,20,4.79,4,0,0,0,0,router,0,179.53,17,1,2,1
host_1993,33,0.17,0,1,0,0,1,router,1,309.02,5,1,2,1
host_1994,74,7.34,2,0,0,0,0,endpoint,0,315.21,19,1,1,1
host_1997,97,7.93,1,0,0,0,0,server,0,282.13,0,1,3,1
host_1999,97,5.19,0,0,1,0,0,router,1,313.3,10,1,2,1
host_2000,33,7.79,2,0,1,0,0,server,0,279.76,8,1,3,1
host_2001,77,2.61,3,0,0,0,0,endpoint,1,356.47,8,1,1,1
host_2004,77,5.55,1,0,0,0,0,endpoint,1,291.27,0,1,1,1
host_2005,26,5.75,3,0,1,0,0,server,1,324.47,16,1,3,1
host_2006,22,1.31,1,0,1,0,1,router,0,221.95,1,1,2,1
host_2007,66,4.58,3,0,0,0,0,server,0,396.24,19,1,3,1
host_2009,90,8.42,1,0,0,0,0,endpoint,0,266.16,9,1,1,1
host_2011,15,8.39,2,1,0,0,0,IoT,0,349.0,7,1,0,1
host_2013,44,7.27,0,0,1,0,0,endpoint,0,211.32,22,1,1,1
host_2017,67,7.68,0,0,0,0,0,server,0,333.95,21,1,3,1
host_2020,6,5.18,2,1,0,0,1,server,0,309.7,0,1,3,1
host_2021,73,8.32,3,0,0,0,1,IoT,0,402.06,0,1,0,1
host_2022,95,6.59,2,0,1,0,1,IoT,1,251.52,15,1,0,1
host_2024,41,6.7,2,0,1,0,1,IoT,0,264.26,10,1,0,1
host_2026,8,9.31,1,1,0,0,0,endpoint,0,341.47,13,1,1,1
host_2027,72,8.41,2,0,1,0,0,IoT,0,320.18,13,1,0,1
host_2029,92,3.42,4,0,1,0,0,router,0,239.57,15,1,2,1
host_2030,62,7.8,0,1,1,0,0,endpoint,0,287.46,13,1,1,1
host_2032,62,9.85,1,0,0,0,0,router,0,286.09,19,1,2,1
host_2033,7,2.48,0,1,0,0,1,endpoint,1,262.51,4,1,1,1
host_2034,75,0.8,0,0,1,0,0,server,1,279.64,19,1,3,1
host_2037,4,9.39,0,0,0,0,0,server,0,248.65,0,1,3,1
host_2039,58,7.26,3,0,0,0,0,server,0,299.48,10,1,3,1
host_2040,22,6.57,1,0,0,0,1,router,0,267.92,3,1,2,1
host_2041,26,7.32,0,1,0,0,0,endpoint,0,318.17,11,1,1,1
host_2043,41,8.2,1,0,0,0,0,server,0,308.19,6,1,3,1
host_2045,14,7.55,0,0,0,0,0,endpoint,0,227.34,1,1,1,1
host_2047,82,4.77,3,0,0,0,0,endpoint,0,352.21,7,1,1,1
host_2048,12,8.23,1,1,1,0,1,endpoint,0,359.57,5,1,1,1
host_2049,87,2.71,3,1,1,0,0,router,0,340.67,20,1,2,1
host_2053,45,5.14,0,0,0,0,1,endpoint,1,327.18,2,1,1,1
host_2055,55,0.35,3,1,0,0,0,router,0,343.74,8,1,2,1
host_2056,45,4.1,1,0,0,0,1,server,0,292.07,4,1,3,1
host_2058,93,9.06,1,0,0,0,0,router,0,330.62,10,1,2,1
host_2059,53,0.41,4,0,0,0,0,endpoint,0,245.23,13,1,1,1
host_2061,32,0.52,4,0,1,0,0,server,0,286.22,18,1,3,1
host_2062,51,0.96,1,1,0,0,0,router,1,263.58,8,1,2,1
host_2063,44,6.59,1,1,0,0,0,endpoint,1,307.49,9,1,1,1
host_2064,82,6.47,1,0,0,0,1,router,0,336.5,13,1,2,1
host_2065,70,0.33,4,0,1,0,0,endpoint,0,317.76,0,1,1,1
host_2067,83,0.79,3,1,0,0,0,endpoint,0,277.59,5,1,1,1
host_2068,22,7.63,3,1,0,1,0,server,0,273.07,11,1,3,1
host_2070,96,0.38,0,0,1,0,1,router,0,270.07,8,1,2,1
host_2072,59,7.12,0,0,0,1,0,endpoint,0,306.91,18,1,1,1
host_2073,3,8.69,0,0,0,0,0,endpoint,0,412.07,19,1,1,1
host_2074,28,9.34,2,0,0,0,1,endpoint,0,390.84,15,1,1,1
host_2076,35,1.36,0,0,0,1,1,router,0,331.04,4,1,2,1
host_2077,61,2.37,2,0,1,0,0,server,1,278.51,12,1,3,1
host_2078,93,7.76,2,1,0,0,0,router,0,279.87,13,1,2,1
host_2079,54,9.71,2,0,0,0,0,router,0,228.82,13,1,2,1
host_2082,97,4.29,2,1,0,0,0,endpoint,1,361.88,16,1,1,1
host_2083,7,3.05,0,1,0,0,0,server,1,324.81,0,1,3,1
host_2087,85,2.6,1,0,1,0,1,server,0,333.64,16,1,3,1
host_2089,58,0.32,4,0,0,0,0,endpoint,0,280.04,16,1,1,1
host_2092,20,8.78,1,0,0,0,0,IoT,1,253.7,5,1,0,1
host_2093,37,7.65,2,0,0,1,0,router,0,251.16,5,1,2,1
host_2094,4,0.22,4,1,0,0,0,endpoint,0,301.93,18,1,1,1
host_2095,92,5.02,2,0,0,0,1,endpoint,0,332.09,13,1,1,1
host_2097,60,6.49,0,1,0,0,1,endpoint,0,316.31,17,1,1,1
host_2098,24,7.22,2,0,0,0,0,endpoint,0,252.55,8,1,1,1
host_2099,50,8.63,2,0,0,0,1,endpoint,0,324.03,13,1,1,1
host_2101,51,9.94,0,0,0,0,1,endpoint,0,280.69,14,1,1,1
host_2102,96,9.8,2,0,0,0,0,IoT,0,235.76,20,1,0,1
host_2103,36,8.82,2,1,0,0,0,IoT,1,246.2,18,1,0,1
host_2105,66,3.98,0,1,0,0,0,endpoint,1,341.14,15,1,1,1
host_2106,79,3.64,1,0,0,1,0,endpoint,1,238.14,12,1,1,1
host_2108,36,2.49,1,0,1,0,1,router,0,227.78,5,1,2,1
host_2109,6,7.19,1,0,0,0,0,IoT,0,369.0,3,1,0,1
host_2111,42,9.16,2,0,0,0,0,server,0,358.38,6,1,3,1
host_2112,58,0.5,2,0,0,0,1,endpoint,1,331.84,1,1,1,1
host_2113,12,1.55,3,0,0,0,0,server,0,322.41,1,1,3,1
host_2114,3,7.89,0,0,0,1,1,router,0,175.15,11,1,2,1
host_2116,40,1.18,1,0,0,0,0,router,1,258.47,22,1,2,1
host_2117,21,9.96,2,1,0,0,1,endpoint,0,347.71,23,1,1,1
host_2118,15,7.87,1,1,1,1,0,server,0,257.89,23,1,3,1
host_2119,97,4.09,1,0,0,0,0,router,1,238.55,18,1,2,1
host_2120,99,8.23,2,1,1,0,0,server,0,282.31,22,1,3,1
host_2121,26,6.81,1,0,0,0,0,server,1,323.07,4,1,3,1
host_2122,8,7.9,1,1,0,0,0,IoT,0,303.66,7,1,0,1
host_2123,94,8.15,2,0,0,0,1,router,0,306.47,2,1,2,1
host_2124,87,0.85,1,0,0,0,1,server,0,273.11,21,1,3,1
host_2126,44,0.07,4,1,1,0,0,endpoint,0,323.85,14,1,1,1
host_2128,78,9.04,5,0,0,0,0,router,0,234.4,13,1,2,1
host_2130,37,7.36,2,0,1,0,0,server,0,388.09,22,1,3,1
host_2131,69,8.39,3,1,0,0,0,endpoint,0,354.54,18,1,1,1
host_2132,38,9.5,0,0,0,0,0,router,0,300.56,14,1,2,1
host_2133,41,8.69,0,1,0,0,1,server,0,283.96,11,1,3,1
host_2136,14,1.54,3,1,0,1,1,endpoint,0,230.47,12,1,1,1
host_2141,17,9.78,1,0,0,0,0,endpoint,1,296.61,17,1,1,1
host_2142,89,7.28,3,0,1,0,0,server,0,241.81,11,1,3,1
host_2147,65,7.68,1,1,0,0,0,router,0,327.28,0,1,2,1
host_2149,76,7.12,1,0,1,0,1,endpoint,0,338.18,17,1,1,1
host_2152,45,2.62,4,0,1,1,0,router,0,250.53,13,1,2,1
host_2154,47,4.18,0,0,1,0,0,router,1,247.46,1,1,2,1
host_2155,31,7.79,5,0,1,0,1,server,0,270.49,20,1,3,1
host_2156,11,7.34,0,1,0,0,0,endpoint,0,274.48,5,1,1,1
host_2158,67,8.22,1,0,0,0,0,server,0,293.9,18,1,3,1
host_2160,80,9.64,5,1,0,0,1,endpoint,0,411.74,21,1,1,1
host_2162,93,7.14,1,0,0,1,0,router,1,306.06,15,1,2,1
host_2164,76,2.79,2,1,0,0,1,server,0,318.98,5,1,3,1
host_2166,1,5.53,4,0,0,1,0,server,1,304.8,4,1,3,1
host_2168,20,2.0,0,0,0,0,1,endpoint,0,284.9,20,1,1,1
host_2169,8,9.91,3,0,1,0,0,server,0,284.8,8,1,3,1
host_2170,43,8.02,2,0,1,0,1,IoT,0,324.58,8,1,0,1
host_2171,76,7.48,1,0,1,0,0,server,0,263.64,8,1,3,1
host_2172,1,7.94,1,0,0,0,0,endpoint,0,282.99,10,1,1,1
host_2173,57,9.69,2,0,0,0,0,router,0,270.81,13,1,2,1
host_2174,64,5.73,2,1,0,0,1,server,1,346.74,19,1,3,1
host_2176,28,8.62,1,0,1,0,0,endpoint,0,309.94,3,1,1,1
host_2177,37,7.43,0,0,0,1,0,server,0,306.32,14,1,3,1
host_2180,37,4.11,4,1,0,0,0,IoT,0,408.48,21,1,0,1
host_2181,49,9.3,1,0,0,0,0,endpoint,0,281.43,7,1,1,1
host_2182,44,3.44,3,0,0,0,0,server,0,214.48,19,1,3,1
host_2183,56,9.63,3,0,0,0,0,server,0,237.32,2,1,3,1
host_2184,28,9.1,1,0,0,0,0,endpoint,0,389.59,20,1,1,1
host_2188,20,0.18,3,1,0,0,1,router,0,301.98,10,1,2,1
host_2190,2,7.54,0,1,1,0,0,endpoint,1,308.34,7,1,1,1
host_2194,26,9.48,4,0,0,0,1,server,0,260.91,6,1,3,1
host_2196,1,9.08,1,1,1,0,1,endpoint,0,231.59,1,1,1,1
host_2199,59,0.2,3,1,1,0,1,endpoint,0,298.35,20,1,1,1
host_2201,33,6.37,2,1,0,0,1,router,0,291.06,6,1,2,1
host_2203,78,5.79,4,0,1,0,0,server,0,371.44,4,1,3,1
host_2204,12,6.47,3,0,1,0,0,endpoint,0,418.29,13,1,1,1
host_2206,53,7.76,0,0,1,0,0,router,1,235.63,18,1,2,1
host_2208,43,5.68,0,0,0,1,1,server,0,376.25,8,1,3,1
host_2209,98,9.82,1,1,0,0,0,router,0,305.1,16,1,2,1
host_2210,89,8.98,0,0,0,0,0,endpoint,0,376.68,17,1,1,1
host_2211,50,9.53,2,0,0,0,0,endpoint,0,210.33,8,1,1,1
host_2213,57,7.87,0,0,0,0,0,endpoint,0,292.94,9,1,1,1
host_2214,39,6.2,3,1,0,0,0,IoT,0,234.1,2,1,0,1
host_2216,56,8.24,1,1,0,0,0,endpoint,0,448.54,6,1,1,1
host_2217,43,6.77,0,1,0,0,0,endpoint,1,334.73,10,1,1,1
host_2220,44,8.37,0,0,0,0,0,server,0,407.37,15,1,3,1
host_2222,84,0.91,4,0,0,0,0,router,0,324.23,20,1,2,1
host_2223,23,4.27,3,0,0,0,1,endpoint,0,307.35,14,1,1,1
host_2225,52,9.14,1,1,0,0,0,endpoint,0,307.71,22,1,1,1
host_2228,8,9.28,2,0,0,0,0,server,0,340.88,17,1,3,1
host_2231,8,7.97,1,0,0,0,1,endpoint,0,357.44,8,1,1,1
host_2233,96,3.18,2,1,0,0,1,router,0,237.58,22,1,2,1
host_2234,5,7.23,1,0,0,0,0,server,0,386.18,1,1,3,1
host_2235,86,8.02,1,0,0,0,0,endpoint,0,278.6,12,1,1,1
host_2236,47,7.92,3,1,0,0,0,server,0,319.95,5,1,3,1
host_2237,34,9.78,2,0,1,0,0,endpoint,0,278.0,17,1,1,1
host_2238,65,7.87,4,1,0,0,0,endpoint,0,313.86,22,1,1,1
host_2239,55,7.7,2,1,0,0,0,endpoint,0,302.43,0,1,1,1
host_2240,90,8.57,2,1,0,0,0,IoT,0,372.64,23,1,0,1
host_2243,30,7.38,2,0,0,0,1,endpoint,0,307.51,9,1,1,1
host_2244,82,6.0,2,1,0,0,1,router,0,294.43,11,1,2,1
host_2245,17,1.78,2,0,0,0,1,endpoint,0,335.9,16,1,1,1
host_2246,26,3.04,5,0,0,0,0,endpoint,0,292.84,1,1,1,1
host_2249,76,8.32,1,0,0,0,1,server,0,271.85,1,1,3,1
host_2250,91,9.32,0,1,0,0,0,server,0,421.57,3,1,3,1
host_2251,72,7.5,2,1,0,0,1,router,0,206.97,12,1,2,1
host_2252,89,8.43,2,0,0,1,0,IoT,0,357.3,4,1,0,1
host_2254,68,3.9,2,0,1,0,0,endpoint,1,337.27,5,1,1,1
host_2255,33,3.93,3,0,0,0,0,IoT,0,398.22,8,1,0,1
host_2256,1,6.16,3,0,0,0,0,endpoint,0,338.0,15,1,1,1
host_2258,31,5.79,5,0,0,0,0,server,0,312.07,15,1,3,1
host_2259,80,6.65,1,1,1,0,1,server,0,346.39,22,1,3,1
host_2261,53,9.53,2,0,0,0,0,endpoint,0,273.45,15,1,1,1
host_2263,69,2.2,2,0,0,0,1,server,0,315.67,6,1,3,1
host_2264,90,4.79,2,1,0,0,1,endpoint,0,307.55,0,1,1,1
host_2265,62,6.75,0,0,1,0,1,router,0,297.85,8,1,2,1
host_2267,66,0.8,5,0,0,0,0,endpoint,0,292.47,19,1,1,1
host_2269,70,9.48,2,1,0,0,0,endpoint,0,271.28,7,1,1,1
host_2270,63,4.85,1,0,0,0,1,router,0,349.15,20,1,2,1
host_2271,73,9.06,1,0,0,1,0,IoT,0,299.33,12,1,0,1
host_2272,33,8.35,0,0,0,0,0,router,0,230.65,7,1,2,1
host_2274,89,7.08,1,1,0,0,0,endpoint,1,282.14,19,1,1,1
host_2275,48,4.35,2,0,1,0,0,endpoint,1,401.08,1,1,1,1
host_2276,13,2.5,2,0,1,0,1,endpoint,1,307.48,9,1,1,1
host_2277,73,6.87,0,1,1,0,0,endpoint,1,256.85,19,1,1,1
host_2278,77,7.43,1,0,1,0,0,router,1,263.58,11,1,2,1
host_2280,75,9.14,1,0,0,0,0,server,0,314.11,22,1,3,1
host_2281,68,7.51,1,1,0,0,0,router,0,286.33,13,1,2,1
host_2282,98,9.33,1,1,0,0,0,endpoint,0,344.26,4,1,1,1
host_2283,4,3.17,0,0,0,0,1,server,0,294.8,14,1,3,1
host_2284,19,9.39,1,0,1,0,0,IoT,0,289.94,5,1,0,1
host_2285,70,3.69,0,0,0,0,0,server,1,330.46,12,1,3,1
host_2286,98,0.54,1,0,0,0,0,IoT,1,403.39,15,1,0,1
host_2287,82,7.63,0,0,1,0,0,router,0,311.48,1,1,2,1
host_2288,13,7.04,1,0,0,0,0,server,0,188.52,4,1,3,1
host_2294,54,5.6,3,0,0,0,0,server,0,318.97,20,1,3,1
host_2296,89,9.66,1,0,1,0,1,endpoint,0,216.79,20,1,1,1
host_2297,85,6.04,0,0,0,0,1,endpoint,0,204.49,6,1,1,1
host_2298,15,7.49,0,0,1,0,0,endpoint,0,326.66,15,1,1,1
host_2299,65,9.36,2,0,0,0,0,router,1,360.93,3,1,2,1
host_2300,76,5.92,2,0,0,0,0,endpoint,1,332.86,18,1,1,1
host_2301,71,0.12,3,0,0,0,0,IoT,0,330.2,16,1,0,1
host_2303,21,7.02,1,0,1,1,0,endpoint,0,338.44,18,1,1,1
host_2306,93,2.02,1,0,0,0,1,IoT,0,322.16,4,1,0,1
host_2307,89,2.7,0,0,0,0,1,endpoint,0,351.87,10,1,1,1
host_2309,49,9.76,1,0,0,0,1,server,0,347.38,9,1,3,1
host_2311,35,9.36,1,0,1,0,0,endpoint,0,289.31,0,1,1,1
host_2312,44,9.59,1,0,0,0,0,endpoint,0,280.74,1,1,1,1
host_2314,11,3.11,1,1,1,0,1,router,0,301.17,2,1,2,1
host_2315,99,7.7,3,1,1,0,0,server,0,266.08,9,1,3,1
host_2316,72,8.67,6,0,1,0,0,router,0,432.49,9,1,2,1
host_2317,78,5.19,2,0,0,0,1,IoT,0,309.36,15,1,0,1
host_2318,74,9.93,3,0,0,0,0,server,0,326.1,15,1,3,1
host_2319,66,0.12,3,0,1,0,0,router,0,242.67,19,1,2,1
host_2320,46,3.0,2,0,0,0,1,endpoint,0,328.52,23,1,1,1
host_2325,72,0.25,0,0,0,0,1,router,1,346.79,8,1,2,1
host_2327,66,8.93,0,0,0,0,0,endpoint,0,319.93,22,1,1,1
host_2328,70,8.85,0,0,0,0,1,endpoint,0,316.04,7,1,1,1
host_2329,28,7.0,1,0,0,0,1,router,0,301.73,14,1,2,1
host_2333,12,3.41,2,1,0,0,1,server,0,297.37,19,1,3,1
host_2334,5,1.88,0,1,0,1,1,endpoint,0,275.41,17,1,1,1
host_2335,98,8.21,0,0,0,0,0,endpoint,0,324.27,18,1,1,1
host_2336,48,9.15,2,1,0,0,0,endpoint,0,224.86,15,1,1,1
host_2338,79,7.28,3,0,1,0,0,endpoint,0,199.66,7,1,1,1
host_2339,44,1.21,1,0,1,0,1,router,1,280.9,8,1,2,1
host_2341,43,7.03,0,1,0,0,0,endpoint,0,351.4,11,1,1,1
host_2343,87,2.43,0,1,0,0,1,endpoint,0,322.33,5,1,1,1
host_2344,70,8.77,3,1,0,0,0,endpoint,0,324.66,13,1,1,1
host_2345,46,7.43,0,0,0,0,0,server,0,336.86,2,1,3,1
host_2346,43,9.0,1,0,0,0,1,endpoint,0,270.64,1,1,1,1
host_2347,21,8.18,3,0,0,0,0,IoT,0,305.02,18,1,0,1
host_2348,23,9.9,1,0,0,0,0,server,0,364.91,19,1,3,1
host_2353,36,5.23,4,0,0,0,0,endpoint,0,280.62,12,1,1,1
host_2354,75,6.33,1,1,0,0,1,endpoint,1,380.87,8,1,1,1
host_2356,15,2.59,1,1,1,0,1,endpoint,0,301.54,4,1,1,1
host_2357,68,9.09,1,0,0,0,0,IoT,0,247.25,16,1,0,1
host_2358,21,0.21,2,0,0,0,0,server,1,264.89,11,1,3,1
host_2360,86,7.19,2,0,1,0,0,server,0,292.39,22,1,3,1
host_2361,19,7.67,2,0,0,0,0,endpoint,0,266.41,22,1,1,1
host_2369,35,3.48,3,0,0,0,0,router,0,313.61,17,1,2,1
host_2371,16,9.79,3,0,0,0,0,endpoint,0,315.91,6,1,1,1
host_2372,36,9.65,4,0,0,0,0,server,0,239.34,5,1,3,1
host_2373,30,4.16,3,1,0,0,1,endpoint,0,295.36,1,1,1,1
host_2375,2,3.03,0,0,1,0,1,endpoint,0,275.09,0,1,1,1
host_2376,49,2.69,1,0,0,1,1,router,0,347.64,17,1,2,1
host_2377,77,5.32,4,1,0,0,0,server,0,270.15,21,1,3,1
host_2379,90,4.89,4,1,0,0,0,server,0,366.07,3,1,3,1
host_2380,89,4.08,1,1,0,1,1,endpoint,0,387.18,11,1,1,1
host_2383,7,3.41,1,0,0,1,0,server,1,291.08,13,1,3,1
host_2384,95,5.42,0,0,1,0,0,server,1,294.42,19,1,3,1
host_2392,42,2.53,0,0,0,0,1,server,0,388.32,6,1,3,1
host_2394,42,7.47,0,1,0,0,0,server,0,296.57,5,1,3,1
host_2395,56,9.16,1,1,0,0,1,server,0,322.98,20,1,3,1
host_2396,36,9.58,1,0,1,0,0,endpoint,1,312.39,3,1,1,1
host_2397,84,0.11,2,1,0,1,1,endpoint,0,250.24,13,1,1,1
host_2398,68,9.9,3,0,0,0,0,router,0,322.2,16,1,2,1
host_2401,1,0.15,2,1,0,0,1,server,0,334.0,17,1,3,1
host_2402,44,8.61,2,0,0,0,0,endpoint,0,356.88,10,1,1,1
host_2404,47,8.37,2,1,0,0,0,router,0,266.22,21,1,2,1
host_2410,9,4.4,4,0,0,0,0,endpoint,0,284.68,23,1,1,1
host_2411,26,1.23,3,1,0,0,1,router,0,250.06,14,1,2,1
host_2413,15,6.25,1,0,0,0,1,router,0,254.05,4,1,2,1
host_2414,10,8.27,1,0,0,0,0,server,0,305.96,5,1,3,1
host_2415,88,6.79,1,0,0,0,1,server,0,315.57,11,1,3,1
host_2416,42,0.65,3,0,0,1,0,endpoint,0,274.61,4,1,1,1
host_2417,72,3.07,1,0,0,0,0,router,1,359.5,8,1,2,1
host_2418,24,2.88,1,0,1,0,0,endpoint,1,413.04,22,1,1,1
host_2419,80,9.15,1,0,0,1,0,server,0,361.78,8,1,3,1
host_2420,49,8.68,3,0,0,1,0,router,0,352.78,14,1,2,1
host_2423,37,8.94,3,1,0,0,0,endpoint,0,184.56,2,1,1,1
host_2424,68,8.88,0,0,0,1,0,server,0,272.82,18,1,3,1
host_2425,50,8.55,2,1,0,0,0,server,0,284.32,10,1,3,1
host_2426,24,8.45,3,0,0,0,0,router,0,260.82,10,1,2,1
host_2428,60,1.77,6,1,0,1,0,router,0,367.17,7,1,2,1
host_2432,18,5.39,3,0,0,0,0,server,0,325.78,17,1,3,1
host_2434,36,3.66,3,0,0,0,0,router,0,300.71,1,1,2,1
host_2436,97,1.31,3,0,0,1,0,server,0,295.27,20,1,3,1
host_2437,55,4.55,1,0,0,0,0,router,1,348.01,4,1,2,1
host_2438,69,8.1,2,0,0,0,1,endpoint,0,235.69,14,1,1,1
host_2439,47,8.28,0,0,0,0,1,endpoint,0,225.63,0,1,1,1
host_2441,99,5.19,5,0,0,0,0,endpoint,0,283.98,15,1,1,1
host_2445,81,4.45,1,0,1,0,1,server,0,266.56,10,1,3,1
host_2446,22,8.74,0,0,1,0,0,router,0,161.36,2,1,2,1
host_2447,48,4.62,2,1,0,0,1,endpoint,1,321.51,22,1,1,1
host_2452,71,8.6,1,1,1,1,1,IoT,1,196.14,10,1,0,1
host_2456,73,4.4,1,0,0,1,0,router,1,285.07,23,1,2,1
host_2459,57,5.39,2,0,1,0,0,IoT,1,270.74,0,1,0,1
host_2461,2,8.91,0,0,0,0,0,endpoint,0,313.14,5,1,1,1
host_2463,35,1.48,3,1,0,0,0,IoT,0,255.28,1,1,0,1
host_2464,7,0.97,5,0,0,0,0,server,0,379.82,9,1,3,1
host_2467,67,1.88,2,0,0,0,1,endpoint,0,325.89,3,1,1,1
host_2469,39,5.2,3,0,0,0,0,server,0,304.96,17,1,3,1
host_2473,60,7.44,2,1,0,0,0,endpoint,0,322.16,10,1,1,1
host_2474,46,9.86,4,0,0,0,0,router,0,296.79,1,1,2,1
host_2477,90,7.17,1,0,0,0,0,endpoint,0,278.73,12,1,1,1
host_2478,42,5.98,2,0,0,0,1,server,0,341.12,20,1,3,1
host_2479,32,2.12,1,0,0,0,1,endpoint,0,346.33,23,1,1,1
host_2480,39,8.51,0,0,1,0,0,server,0,183.44,4,1,3,1
host_2481,36,4.27,6,0,0,0,0,server,0,251.51,11,1,3,1
host_2482,97,9.62,1,0,0,0,0,endpoint,0,308.47,9,1,1,1
host_2483,36,7.23,0,0,0,0,1,server,1,248.37,9,1,3,1
host_2484,3,6.45,3,0,0,0,0,endpoint,0,267.91,17,1,1,1
host_2485,73,7.28,2,1,1,0,0,server,0,409.55,10,1,3,1
host_2486,8,4.78,2,1,0,0,0,router,1,313.63,19,1,2,1
host_2488,70,8.51,2,0,0,0,0,router,1,198.47,3,1,2,1
host_2490,68,8.97,2,0,0,0,1,router,0,250.72,0,1,2,1
host_2491,13,8.91,2,0,0,0,0,router,0,326.94,18,1,2,1
host_2492,49,9.76,5,0,1,0,1,router,0,407.37,15,1,2,1
host_2494,2,5.02,1,0,1,1,0,router,1,243.9,6,1,2,1
host_2496,5,7.05,3,0,1,0,0,router,0,318.31,16,1,2,1
host_2498,27,2.83,3,1,1,0,0,endpoint,0,287.37,7,1,1,1
host_2500,21,8.75,0,1,0,0,0,server,0,283.42,6,1,3,1
host_2501,8,8.68,1,0,0,0,0,server,0,279.36,22,1,3,1
host_2506,58,4.16,3,0,0,0,0,server,0,385.32,7,1,3,1
host_2507,3,3.8,2,0,1,0,0,endpoint,1,238.95,6,1,1,1
host_2510,2,6.48,0,0,1,0,0,endpoint,1,262.27,1,1,1,1
host_2512,44,9.69,1,1,0,0,0,server,0,360.44,9,1,3,1
host_2516,98,0.17,1,1,0,0,1,server,0,249.69,17,1,3,1
host_2518,30,2.74,3,0,1,0,0,endpoint,0,283.26,16,1,1,1
host_2521,44,7.26,2,0,0,0,0,IoT,0,327.3,4,1,0,1
host_2523,36,1.3,2,1,0,0,1,endpoint,0,367.05,2,1,1,1
host_2524,69,7.5,2,0,0,0,0,endpoint,1,284.92,5,1,1,1
host_2526,93,8.39,1,0,0,0,0,IoT,0,278.89,14,1,0,1
host_2527,31,9.31,2,0,1,0,0,server,0,333.61,16,1,3,1
host_2529,55,9.26,1,0,1,0,0,server,0,350.39,9,1,3,1
host_2530,80,7.93,3,0,0,0,0,server,0,318.07,9,1,3,1
host_2531,62,9.22,4,1,1,1,1,server,0,398.6,5,1,3,1
host_2534,16,8.95,3,0,0,0,1,server,0,250.42,0,1,3,1
host_2537,16,2.71,5,0,0,0,0,server,0,290.15,4,1,3,1
host_2540,84,7.13,0,1,0,0,0,router,0,246.18,21,1,2,1
host_2541,3,9.26,1,1,1,0,0,endpoint,0,291.11,7,1,1,1
host_2543,30,9.54,3,0,1,0,0,endpoint,1,444.23,16,1,1,1
