host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label
host_3383,57,4.1,0,0,0,0,1,IoT,0,311.81,2,1
host_3384,53,6.34,3,0,0,0,0,router,1,337.27,2,1
host_3385,46,0.24,0,0,0,0,0,endpoint,0,318.38,19,0
host_3386,14,8.98,1,1,0,0,0,endpoint,0,267.67,9,1
host_3387,76,5.19,6,0,0,0,0,endpoint,0,275.82,11,1
host_3388,17,4.67,3,0,1,0,0,endpoint,0,268.68,4,1
host_3389,39,8.61,3,0,0,0,0,router,0,339.61,1,1
host_3390,9,9.53,1,0,0,0,0,router,1,263.16,23,1
host_3391,99,4.23,2,0,0,0,0,router,0,309.34,22,0
host_3392,77,1.72,2,1,0,1,0,endpoint,0,272.95,7,0
host_3393,79,8.16,1,0,1,0,1,endpoint,0,313.34,12,1
host_3394,82,4.03,0,1,0,0,0,endpoint,0,233.52,7,0
host_3395,97,9.36,0,1,0,0,0,server,1,252.43,9,1
host_3396,6,9.5,4,0,1,0,0,router,0,267.65,2,1
host_3397,91,1.15,2,0,0,1,0,server,0,340.19,3,0
host_3398,23,9.57,2,0,0,0,1,endpoint,1,324.87,9,1
host_3399,59,3.68,0,0,0,0,0,server,1,288.77,3,1
host_3400,91,6.46,2,0,1,0,0,router,1,342.82,15,1
host_3401,98,0.35,2,0,0,0,1,endpoint,0,369.76,17,1
host_3402,46,8.89,1,0,1,0,1,router,0,265.15,15,1
host_3403,38,6.42,3,0,0,0,0,endpoint,0,397.27,5,1
host_3404,14,6.44,0,0,0,0,1,endpoint,0,192.0,16,1
host_3405,72,9.02,1,0,0,0,1,endpoint,0,281.4,1,1
host_3406,62,5.08,0,1,0,0,0,server,0,261.52,18,0
host_3407,35,4.11,4,0,0,0,0,router,0,282.71,10,1
host_3408,19,8.66,1,0,0,0,1,endpoint,0,263.89,5,1
host_3409,30,7.42,1,0,0,0,0,server,0,412.1,23,1
host_3410,78,9.49,1,1,0,0,0,IoT,0,175.09,14,1
host_3411,84,9.4,1,0,0,1,0,IoT,0,288.54,23,1
host_3412,25,3.82,2,0,0,0,0,router,0,297.8,22,0
host_3413,40,4.47,1,0,0,0,1,endpoint,0,190.35,8,1
host_3414,88,2.56,2,0,0,0,0,router,0,327.34,23,0
host_3415,14,6.61,2,0,0,0,0,endpoint,0,258.77,1,0
host_3416,26,3.65,1,0,0,1,0,endpoint,0,296.94,19,0
host_3417,87,7.86,1,0,0,0,1,server,0,364.94,22,1
host_3418,22,1.22,0,1,1,0,0,endpoint,0,311.67,0,0
host_3419,48,1.16,2,0,0,0,1,router,0,284.22,14,1
host_3420,83,2.04,0,0,1,0,0,IoT,0,271.87,5,0
host_3421,51,0.84,1,1,0,0,0,server,0,291.5,21,0
host_3422,3,6.2,1,0,0,0,0,IoT,0,296.73,5,0
host_3423,42,1.47,1,0,0,1,0,router,0,247.01,3,0
host_3424,19,1.6,4,0,1,0,0,endpoint,0,291.96,12,1
host_3425,73,0.14,0,1,0,0,0,router,0,316.36,9,0
host_3426,28,7.82,1,0,1,0,0,endpoint,0,244.66,21,1
host_3427,84,8.12,3,0,0,0,1,IoT,1,367.26,2,1
host_3428,45,1.62,4,0,1,0,0,endpoint,1,279.65,1,1
host_3429,71,7.4,0,0,0,1,1,server,0,391.91,0,1
host_3430,78,4.34,0,0,0,0,0,server,0,332.58,2,0
host_3431,63,2.4,0,1,1,0,0,router,0,281.17,14,0
host_3432,73,6.21,4,0,0,0,0,endpoint,0,293.5,19,1
host_3433,19,1.78,1,0,0,0,0,server,1,254.63,11,1
host_3434,47,7.57,1,0,0,0,1,server,0,245.75,15,1
host_3435,14,0.48,1,1,1,1,0,router,0,375.36,18,0
host_3436,38,9.59,2,1,0,0,0,endpoint,1,262.36,22,1
host_3437,53,0.72,1,0,0,0,0,server,1,309.81,12,1
host_3438,61,5.79,2,0,0,0,0,router,0,306.6,15,0
host_3439,36,9.02,1,1,1,0,0,endpoint,1,309.35,1,1
host_3440,40,0.12,1,1,0,0,0,endpoint,0,261.06,1,0
host_3441,81,4.99,0,0,0,0,0,router,0,310.09,14,0
host_3442,30,3.5,0,0,0,0,0,server,0,287.58,5,0
host_3443,9,5.8,0,1,0,0,0,IoT,0,258.66,6,0
host_3444,64,2.25,1,0,0,0,0,endpoint,0,283.5,7,0
host_3445,33,0.65,3,1,0,1,1,router,0,380.63,8,1
host_3446,52,6.26,2,0,0,0,0,server,0,211.98,20,0
host_3447,89,4.17,1,0,0,0,0,endpoint,0,320.05,10,0
host_3448,14,6.22,2,0,1,0,0,server,0,340.58,23,0
host_3449,75,2.11,1,0,0,0,0,server,0,348.24,5,0
host_3450,53,3.39,2,1,0,0,0,endpoint,1,368.14,12,1
host_3451,99,5.62,2,0,0,0,0,router,0,232.11,14,0
host_3452,59,5.93,1,0,0,0,0,server,0,390.23,22,0
host_3453,78,3.72,2,1,0,0,1,endpoint,0,227.84,16,1
host_3454,94,2.8,1,1,0,0,0,router,0,268.08,5,0
host_3455,41,2.74,2,0,0,0,1,server,0,281.88,13,1
host_3456,68,1.75,1,0,0,0,0,router,0,239.62,7,0
host_3457,68,3.25,1,0,0,0,0,server,0,266.23,20,0
host_3458,92,1.99,1,0,0,0,1,IoT,0,307.89,14,1
host_3459,8,6.34,1,0,0,0,0,endpoint,0,270.98,2,0
host_3460,2,5.69,1,0,0,0,0,server,0,296.2,2,0
host_3461,86,3.83,0,0,0,0,1,server,0,246.04,14,1
host_3462,41,3.26,0,0,1,0,0,router,0,286.46,14,0
host_3463,55,2.38,4,0,0,0,0,endpoint,0,355.62,13,1
host_3464,16,5.35,1,0,0,1,0,endpoint,0,325.29,15,0
host_3465,93,9.19,1,0,0,0,1,router,1,259.97,11,1
host_3466,62,6.86,0,0,0,0,0,endpoint,0,307.7,11,0
host_3467,48,7.44,2,0,0,0,1,server,0,195.09,10,1
host_3468,30,8.34,1,0,0,0,0,IoT,0,320.14,6,1
host_3469,12,3.52,2,0,0,0,0,endpoint,0,323.14,5,0
host_3470,35,0.63,1,0,0,0,0,router,0,329.18,15,0
host_3471,11,6.23,0,1,0,1,0,server,0,213.32,15,0
host_3472,64,1.89,2,0,0,0,0,endpoint,0,221.33,21,0
host_3473,50,5.69,4,0,0,0,0,IoT,0,251.78,12,1
host_3474,85,7.4,1,1,0,0,0,endpoint,0,296.09,1,1
host_3475,21,7.84,1,0,1,0,0,server,0,252.69,18,1
host_3476,69,3.02,2,0,0,0,1,router,0,340.85,15,1
host_3477,48,5.12,2,0,0,0,0,endpoint,0,358.96,11,0
host_3478,20,6.21,3,0,0,0,0,server,0,243.75,20,1
host_3479,67,8.19,1,0,0,0,0,endpoint,0,337.35,1,1
host_3480,44,7.61,1,0,0,0,0,endpoint,0,366.23,21,1
host_3481,33,9.88,0,0,1,0,0,server,0,196.65,23,1
host_3482,73,0.08,7,0,0,0,0,endpoint,1,303.6,11,1
host_3483,61,4.37,0,0,0,0,0,router,0,322.96,21,0
host_3484,9,2.56,0,0,1,0,0,server,0,234.08,3,0
host_3485,68,1.2,2,0,0,0,1,IoT,0,273.67,6,1
host_3486,35,9.12,1,1,0,0,0,endpoint,0,234.0,14,1
host_3487,81,9.98,0,1,1,0,1,endpoint,1,399.58,9,1
host_3488,98,1.81,1,0,0,0,0,router,0,370.98,20,0
host_3489,88,0.38,0,1,0,0,0,endpoint,0,356.05,13,0
host_3490,96,2.75,1,0,0,0,0,endpoint,0,296.28,14,0
host_3491,65,8.35,0,0,1,0,0,server,0,309.36,12,1
host_3492,8,2.94,2,0,0,0,0,endpoint,0,210.16,2,0
host_3493,45,0.57,2,0,0,0,0,endpoint,0,379.09,5,0
host_3494,87,0.52,3,0,1,0,0,server,1,347.4,21,1
host_3495,47,4.27,1,0,0,0,1,router,0,316.65,18,1
host_3496,40,9.32,2,1,1,0,0,server,0,411.79,4,1
host_3497,76,2.86,1,0,0,0,0,router,1,335.11,1,1
host_3498,54,4.27,2,0,1,0,0,endpoint,0,267.14,14,0
host_3499,76,1.02,3,0,0,0,0,server,0,310.29,11,1
host_3500,46,4.94,0,0,0,0,1,endpoint,0,325.02,1,1
host_3501,47,6.97,1,0,0,0,0,endpoint,1,454.94,19,1
host_3502,15,2.71,2,0,0,0,0,router,1,346.65,23,1
host_3503,19,2.97,1,1,0,0,0,endpoint,0,247.85,20,0
host_3504,26,8.42,1,0,1,0,1,server,0,311.78,7,1
host_3505,52,0.1,0,0,0,0,0,endpoint,0,283.67,18,0
host_3506,93,6.36,0,0,0,1,0,endpoint,0,394.09,8,0
host_3507,22,3.94,2,0,0,0,0,router,0,354.57,6,0
host_3508,21,2.98,1,0,0,0,0,endpoint,0,257.97,10,0
host_3509,51,6.58,3,0,0,1,0,endpoint,0,254.34,10,1
host_3510,38,8.35,3,0,0,0,1,endpoint,0,260.42,21,1
host_3511,20,5.58,1,1,0,0,1,server,0,254.93,17,1
host_3512,29,0.31,1,1,1,0,0,endpoint,1,208.54,13,1
host_3513,51,4.61,1,0,0,0,0,server,0,324.02,9,0
host_3514,4,4.63,2,1,1,0,0,endpoint,1,340.6,20,1
host_3515,55,5.44,2,0,0,0,0,server,0,318.08,15,0
host_3516,71,6.71,0,0,0,0,0,endpoint,0,337.7,1,0
host_3517,92,0.19,1,0,1,0,0,server,0,292.91,13,0
host_3518,28,5.02,2,0,0,0,0,endpoint,0,249.06,2,0
host_3519,4,5.88,4,1,0,0,0,server,0,279.81,20,1
host_3520,22,3.43,0,0,0,0,0,server,0,408.12,10,0
host_3521,76,6.68,0,1,1,0,0,endpoint,0,353.11,14,0
host_3522,45,2.28,2,1,0,0,0,server,0,275.86,15,0
host_3523,67,3.17,4,0,0,0,0,server,0,206.87,19,1
host_3524,86,9.63,1,0,0,0,1,endpoint,0,397.95,1,1
host_3525,66,3.48,4,0,0,1,0,server,1,300.28,21,1
host_3526,88,3.47,5,0,0,0,0,endpoint,0,372.68,16,1
host_3527,34,5.96,4,0,0,0,1,server,0,304.55,21,1
host_3528,91,9.71,0,0,0,0,1,endpoint,0,296.34,8,1
host_3529,55,9.83,0,1,0,0,0,endpoint,0,307.57,14,1
host_3530,1,5.8,1,1,0,0,0,endpoint,0,317.34,16,0
host_3531,72,0.01,1,0,0,0,0,endpoint,0,332.74,5,0
host_3532,87,9.01,1,0,0,0,0,router,0,288.19,22,1
host_3533,38,5.7,1,0,1,1,0,IoT,0,317.15,10,0
host_3534,6,3.66,1,1,0,0,0,endpoint,1,340.55,15,1
host_3535,86,8.29,0,0,0,0,1,IoT,0,294.49,11,1
host_3536,25,4.0,1,1,0,0,0,router,0,366.79,19,0
host_3537,82,0.34,4,1,0,0,0,endpoint,0,276.8,3,1
host_3538,17,8.21,1,0,0,0,0,endpoint,0,364.94,18,1
host_3539,61,5.46,0,1,0,0,0,endpoint,0,342.48,7,0
host_3540,12,3.38,2,0,0,0,0,endpoint,0,256.65,22,0
host_3541,6,2.51,2,0,0,0,0,server,0,265.87,18,0
host_3542,90,5.94,0,0,0,1,0,server,0,259.53,6,0
host_3543,27,2.08,2,0,1,1,0,server,0,310.09,23,0
host_3544,8,3.24,3,0,1,0,0,endpoint,0,263.78,1,1
host_3545,83,6.37,1,1,0,0,1,endpoint,0,368.65,10,1
host_3546,65,8.82,0,0,0,0,0,router,0,285.28,8,1
host_3547,57,5.33,3,0,0,0,0,router,0,247.76,8,1
host_3548,93,7.59,1,1,1,0,0,endpoint,0,331.17,10,1
host_3549,99,7.63,2,1,1,0,0,router,0,186.37,13,1
host_3550,40,6.64,2,0,0,0,1,endpoint,0,231.55,9,1
host_3551,14,2.46,2,0,1,1,0,server,0,236.85,6,0
host_3552,35,8.67,0,0,1,0,1,server,0,323.97,4,1
host_3553,48,4.36,2,0,0,0,0,server,0,322.02,9,0
host_3554,84,0.44,4,0,0,1,0,server,0,310.22,23,1
host_3555,56,2.45,0,0,0,0,0,server,0,280.68,13,0
host_3556,49,7.66,3,0,0,0,0,IoT,0,375.87,6,1
host_3557,13,0.69,2,1,0,0,0,router,0,321.04,7,0
host_3558,61,1.47,1,1,0,0,0,router,0,279.72,22,0
host_3559,49,6.94,4,1,0,0,0,IoT,0,288.49,0,1
host_3560,46,8.93,0,1,0,0,1,endpoint,0,288.74,6,1
host_3561,62,6.34,3,0,0,1,0,server,1,364.24,5,1
host_3562,8,2.22,2,0,0,0,0,endpoint,0,309.89,0,0
host_3563,43,0.53,0,0,0,0,0,server,0,304.24,0,0
host_3564,20,6.15,4,0,0,0,0,endpoint,0,178.72,12,1
host_3565,97,0.47,1,0,0,0,0,server,0,244.44,20,0
host_3566,90,6.13,1,0,1,0,0,server,0,260.44,14,0
host_3567,39,2.26,2,0,1,1,1,endpoint,0,224.7,5,1
host_3568,85,9.05,0,1,0,0,0,router,0,296.52,21,1
host_3569,49,4.75,2,0,0,0,1,router,0,311.82,5,1
host_3570,64,2.24,1,0,0,0,0,endpoint,0,293.88,16,0
host_3571,62,8.53,1,1,0,0,1,endpoint,0,332.08,3,1
host_3572,54,2.54,2,0,1,0,0,server,0,266.73,12,0
host_3573,9,3.07,2,1,0,0,0,IoT,0,217.44,5,0
host_3574,88,8.34,1,1,0,0,1,endpoint,0,279.1,11,1
host_3575,37,3.09,4,0,1,0,0,endpoint,0,260.35,17,1
host_3576,49,4.1,2,0,0,0,0,endpoint,0,268.42,22,0
host_3577,41,3.48,2,1,0,0,0,endpoint,0,205.91,4,0
host_3578,17,1.16,2,1,0,0,0,server,0,263.83,18,0
host_3579,88,0.39,2,1,0,1,0,IoT,0,401.92,23,0
host_3580,21,7.25,3,0,0,0,1,endpoint,0,185.58,12,1
host_3581,51,6.45,1,1,0,0,0,server,0,257.67,16,0
host_3582,59,2.82,2,0,0,0,0,endpoint,0,355.36,17,0
host_3583,39,2.96,2,1,0,1,0,endpoint,0,316.87,8,0
host_3584,55,9.45,1,0,0,0,0,endpoint,0,295.49,13,1
host_3585,41,9.88,2,1,0,0,0,IoT,0,272.73,21,1
host_3586,39,4.73,2,0,0,0,0,server,0,318.41,20,0
host_3587,13,8.02,1,0,1,0,1,IoT,0,325.09,13,1
host_3588,64,7.37,0,0,0,0,0,endpoint,0,313.41,9,1
host_3589,11,2.97,1,0,1,1,0,router,0,213.53,4,0
host_3590,19,0.59,2,0,0,0,0,endpoint,0,201.34,18,0
host_3591,11,1.43,1,0,1,0,0,server,0,261.93,16,0
host_3592,77,8.38,0,0,0,0,0,endpoint,0,356.32,5,1
host_3593,46,7.31,3,0,1,0,0,endpoint,0,205.48,10,1
host_3594,45,6.64,1,0,0,0,0,server,0,302.53,13,0
host_3595,1,1.31,4,1,0,0,1,endpoint,1,308.23,22,1
host_3596,40,6.4,1,0,0,0,0,server,1,259.81,18,1
host_3597,19,7.72,1,0,0,0,1,endpoint,0,282.18,1,1
host_3598,76,8.61,2,0,1,0,0,router,0,449.35,19,1
host_3599,72,0.13,1,1,0,0,0,router,0,225.09,0,0
host_3600,72,6.84,0,0,0,0,0,server,0,349.34,17,0
host_3601,61,0.19,0,0,0,1,0,endpoint,0,308.22,15,0
host_3602,12,7.07,0,1,0,0,1,server,0,291.57,21,1
host_3603,61,6.36,0,0,0,0,0,server,0,250.52,10,0
host_3604,33,1.48,2,0,0,1,0,server,0,342.73,14,0
host_3605,45,7.66,4,0,0,0,0,endpoint,1,379.52,22,1
host_3606,90,0.68,2,1,1,1,0,server,0,324.34,10,0
host_3607,92,8.26,1,0,0,0,0,router,0,313.24,14,1
host_3608,69,2.62,1,0,0,0,0,endpoint,0,253.87,16,0
host_3609,8,6.89,2,1,0,0,1,router,0,216.19,22,1
host_3610,25,9.24,0,0,0,0,0,endpoint,0,300.08,13,1
host_3611,91,3.4,3,1,0,0,1,router,0,310.18,23,1
host_3612,46,5.03,1,1,0,1,0,server,0,308.7,17,0
host_3613,87,4.63,1,0,1,0,0,IoT,1,304.96,2,1
host_3614,30,1.58,0,0,1,0,0,server,0,336.45,6,0
host_3615,47,5.9,2,0,0,0,0,endpoint,0,333.89,17,0
host_3616,87,7.43,2,0,0,0,0,server,0,301.38,11,1
host_3617,49,9.17,3,0,0,1,1,endpoint,0,310.09,20,1
host_3618,47,8.51,1,1,1,0,0,endpoint,0,345.35,23,1
host_3619,84,5.1,2,0,0,0,0,router,0,318.18,10,0
host_3620,82,7.19,3,0,1,0,0,server,0,274.05,16,1
host_3621,18,8.01,3,1,0,0,0,server,0,313.49,15,1
host_3622,66,4.93,2,0,0,1,0,router,0,287.67,1,0
host_3623,68,1.15,0,0,0,0,0,server,0,318.6,23,0
host_3624,94,4.38,1,0,0,0,0,IoT,0,393.27,7,0
host_3625,33,8.42,1,0,0,0,0,server,0,306.71,19,1
host_3626,36,5.97,2,1,1,0,0,server,0,318.24,17,0
host_3627,82,7.24,1,0,0,0,0,endpoint,0,262.1,19,1
host_3628,19,1.85,0,1,0,0,1,router,0,256.05,19,1
host_3629,28,9.64,0,0,0,0,0,router,0,355.53,8,1
host_3630,40,4.04,6,1,0,0,0,router,0,293.38,6,1
host_3631,84,6.54,2,0,1,1,0,endpoint,0,328.09,14,0
host_3632,97,0.19,0,0,1,0,0,endpoint,0,296.42,6,0
host_3633,76,1.27,0,0,0,0,0,router,0,325.66,21,0
host_3634,15,7.82,3,0,0,0,0,endpoint,0,349.12,14,1
host_3635,41,9.68,1,1,1,0,1,server,0,230.44,17,1
host_3636,39,3.2,3,1,1,0,0,server,0,189.9,3,1
host_3637,2,0.37,0,1,1,0,1,endpoint,0,307.49,9,1
host_3638,63,3.61,1,0,0,0,0,server,0,357.2,1,0
host_3639,29,0.17,1,1,0,0,0,IoT,1,210.63,4,1
host_3640,74,1.92,2,1,0,0,0,endpoint,0,312.32,5,0
host_3641,66,7.52,2,1,0,0,0,IoT,1,342.89,22,1
host_3642,51,9.37,1,0,0,0,0,IoT,0,304.76,19,1
host_3643,75,0.87,1,1,0,0,0,router,0,333.43,2,0
host_3644,77,5.58,2,0,1,0,0,server,0,340.23,8,0
host_3645,10,2.54,0,1,0,0,0,IoT,0,259.82,1,0
host_3646,14,1.39,1,1,0,1,0,endpoint,1,382.92,21,1
host_3647,82,2.19,2,1,0,0,0,server,0,268.75,2,0
host_3648,51,5.78,0,1,0,1,1,server,0,351.75,11,1
host_3649,73,0.65,0,0,0,0,1,IoT,0,359.32,1,1
host_3650,39,4.34,3,1,0,1,0,endpoint,0,255.36,2,1
host_3651,28,1.35,1,0,1,0,1,router,0,304.2,8,1
host_3652,3,2.73,1,0,0,0,0,endpoint,0,349.87,4,0
host_3653,84,1.91,1,0,0,0,1,endpoint,0,323.8,10,1
host_3654,70,8.83,3,1,1,0,1,server,0,365.21,18,1
host_3655,27,7.08,1,1,0,0,1,server,0,235.38,4,1
host_3656,2,8.68,0,1,1,0,0,endpoint,0,339.14,20,1
host_3657,93,3.83,3,0,1,0,1,endpoint,0,223.7,5,1
host_3658,38,3.13,5,0,1,0,0,IoT,0,341.63,8,1
host_3659,3,3.81,2,0,0,0,0,server,0,219.88,4,0
host_3660,16,0.19,1,0,0,0,0,server,0,184.86,16,0
host_3661,94,7.25,0,0,0,0,0,router,0,379.26,18,1
host_3662,40,3.5,1,1,0,0,0,endpoint,0,314.74,8,0
host_3663,2,3.13,1,1,0,0,0,server,0,316.16,23,0
host_3664,81,5.98,1,0,0,0,0,server,0,378.55,12,0
host_3665,41,4.36,2,1,0,0,0,server,0,272.77,5,0
host_3666,12,9.81,1,0,0,0,1,server,0,329.59,19,1
host_3667,35,3.56,0,0,0,0,0,server,0,306.32,15,0
host_3668,65,6.14,1,0,0,0,0,server,0,340.17,0,0
host_3669,55,3.12,3,1,0,0,0,endpoint,0,300.67,16,1
host_3670,45,9.91,0,0,0,0,0,router,0,308.98,13,1
host_3671,79,4.45,3,0,0,0,0,endpoint,1,375.15,19,1
host_3672,90,6.34,2,1,0,0,0,server,0,276.45,6,0
host_3673,85,1.27,1,0,0,0,1,server,1,285.57,19,1
host_3674,62,7.33,2,1,0,0,0,IoT,0,276.16,23,1
host_3675,49,2.69,1,1,0,0,0,endpoint,0,198.65,15,0
host_3676,95,4.49,3,0,0,0,1,endpoint,0,367.18,6,1
host_3677,25,8.83,2,0,0,0,0,endpoint,0,358.79,20,1
host_3678,23,9.71,0,0,0,0,0,server,0,298.27,22,1
host_3679,24,4.25,2,1,0,0,1,server,0,290.56,21,1
host_3680,38,8.35,2,0,1,0,0,endpoint,0,292.61,18,1
host_3681,28,0.53,1,0,0,0,0,endpoint,0,225.11,21,0
host_3682,21,8.48,1,1,1,0,0,router,0,291.44,17,1
host_3683,54,6.3,3,0,1,0,0,endpoint,0,384.27,20,1
host_3684,18,4.89,2,0,0,1,0,IoT,1,272.12,6,1
host_3685,36,8.9,3,0,0,0,0,router,0,267.3,13,1
host_3686,99,8.45,2,0,0,0,0,endpoint,0,251.27,8,1
host_3687,45,2.97,2,0,0,0,1,endpoint,0,365.94,0,1
host_3688,73,7.91,1,1,0,0,0,server,0,358.34,17,1
host_3689,53,0.99,2,1,0,0,0,router,0,277.92,7,0
host_3690,30,8.23,0,0,1,0,0,endpoint,0,313.83,18,1
host_3691,60,6.75,2,0,1,0,1,server,0,316.71,11,1
host_3692,98,0.88,1,1,1,0,0,router,0,360.89,5,0
host_3693,32,6.83,1,0,0,0,0,router,1,291.86,17,1
host_3694,67,5.81,2,0,0,0,0,server,1,249.61,8,1
host_3695,67,5.95,2,0,0,1,0,server,0,244.12,8,0
host_3696,28,2.91,0,0,0,1,0,router,0,279.36,4,0
host_3697,44,2.66,2,1,1,0,0,endpoint,0,307.82,4,0
host_3698,79,7.63,2,0,0,0,1,router,0,353.01,15,1
host_3699,41,2.57,3,0,0,1,0,server,0,236.74,1,1
host_3700,63,4.46,3,0,0,0,1,server,0,291.87,2,1
host_3701,23,6.95,2,0,0,0,1,router,0,252.4,17,1
host_3702,75,0.8,0,1,0,0,0,IoT,0,313.29,4,0
host_3703,48,5.95,1,1,0,0,0,endpoint,1,201.48,2,1
host_3704,32,5.89,5,0,1,0,0,server,0,315.25,0,1
host_3705,57,6.84,1,0,0,0,0,server,0,388.62,9,0
host_3706,33,3.7,2,1,0,0,1,endpoint,0,338.3,8,1
host_3707,24,4.49,1,1,1,0,0,server,0,306.91,20,0
host_3708,39,3.3,2,0,0,0,0,endpoint,0,327.66,18,0
host_3709,34,8.08,3,1,0,0,0,server,0,348.43,18,1
host_3710,56,1.31,2,0,0,0,0,server,0,276.78,4,0
host_3711,28,9.63,1,1,0,0,0,endpoint,0,260.06,23,1
host_3712,37,6.35,1,0,0,0,1,endpoint,0,387.44,11,1
host_3713,7,8.87,2,1,0,1,0,endpoint,0,286.99,14,1
host_3714,68,4.26,1,0,0,0,0,endpoint,0,385.79,1,0
host_3715,37,3.32,1,0,0,0,1,IoT,1,373.86,4,1
host_3716,56,9.01,2,0,0,0,0,server,1,317.36,22,1
host_3717,65,0.99,1,0,1,0,0,server,0,406.97,22,0
host_3718,65,1.17,1,0,1,0,0,router,0,280.98,8,0
host_3719,47,2.99,3,0,1,1,0,router,0,415.85,0,1
host_3720,20,9.6,0,1,0,0,1,router,0,281.05,18,1
host_3721,19,6.33,2,1,1,0,1,server,1,213.59,13,1
host_3722,29,5.54,2,1,0,0,0,endpoint,1,303.83,0,1
host_3723,74,7.05,2,1,0,0,0,endpoint,0,280.03,6,1
host_3724,60,4.17,3,0,0,1,0,endpoint,0,413.71,19,1
host_3725,18,7.58,2,1,0,0,0,IoT,0,331.5,19,1
host_3726,92,3.93,1,1,0,1,1,router,0,280.44,21,1
host_3727,35,8.26,2,0,0,0,1,server,0,232.91,14,1
host_3728,43,2.67,0,0,0,1,0,endpoint,0,245.99,17,0
host_3729,95,2.78,1,0,1,0,0,endpoint,0,374.78,18,0
host_3730,91,5.22,1,1,0,0,0,endpoint,0,203.65,7,0
host_3731,11,4.31,0,0,0,1,0,server,0,307.51,8,0
host_3732,49,6.48,2,0,0,0,0,endpoint,0,265.74,15,0
host_3733,38,3.64,0,0,0,0,0,endpoint,0,269.57,0,0
host_3734,64,2.31,1,0,1,1,0,server,0,305.01,1,0
host_3735,69,4.7,4,1,0,0,1,server,0,357.93,20,1
host_3736,8,5.61,1,1,0,0,0,server,1,332.51,2,1
host_3737,34,1.43,3,0,0,0,0,server,0,250.27,15,1
host_3738,48,5.57,1,0,0,0,1,server,0,360.32,19,1
host_3739,56,3.19,2,0,1,0,0,router,0,304.77,0,0
host_3740,76,3.92,1,0,1,0,0,server,0,269.64,6,0
host_3741,65,2.79,1,0,0,0,0,router,0,342.62,11,0
host_3742,31,9.31,1,1,0,1,0,server,0,321.85,19,1
host_3743,4,6.83,3,0,0,0,1,endpoint,0,298.83,10,1
host_3744,50,2.62,1,0,1,0,1,router,0,293.92,12,1
host_3745,69,6.45,2,0,1,0,0,server,0,335.66,18,0
host_3746,30,8.49,0,0,0,0,0,endpoint,0,362.96,12,1
host_3747,88,4.02,0,0,1,0,0,endpoint,0,240.3,7,0
host_3748,59,8.3,1,1,0,0,0,endpoint,0,286.58,6,1
host_3749,67,1.54,1,0,0,0,0,endpoint,0,224.5,14,0
host_3750,75,8.23,3,1,1,1,0,endpoint,0,313.69,1,1
host_3751,45,5.4,0,1,1,0,1,server,0,291.82,0,1
host_3752,4,2.23,0,1,0,0,0,server,0,226.14,9,0
host_3753,26,4.07,1,0,0,0,0,server,1,311.8,17,1
host_3754,27,9.88,2,0,1,0,0,server,0,221.2,3,1
host_3755,46,7.84,0,0,0,0,0,endpoint,0,256.79,8,1
host_3756,64,5.75,2,0,0,0,0,server,0,325.38,23,0
host_3757,91,1.15,1,0,0,0,0,server,0,289.86,22,0
host_3758,51,4.18,1,0,0,0,0,server,1,302.58,7,1
host_3759,50,2.63,6,0,0,1,0,endpoint,1,365.97,2,1
host_3760,6,0.71,1,1,0,0,1,router,0,363.42,3,1
host_3761,59,5.42,1,0,0,0,0,IoT,0,350.38,10,0
host_3762,15,8.89,2,0,0,0,0,server,0,252.15,10,1
host_3763,30,6.76,1,0,0,1,0,endpoint,0,279.86,12,0
host_3764,42,2.5,1,0,0,0,0,endpoint,0,238.92,7,0
host_3765,37,5.74,0,0,0,0,0,endpoint,1,308.03,13,1
host_3766,42,9.43,2,0,0,0,0,router,0,311.89,6,1
host_3767,35,7.23,3,0,0,0,0,server,0,282.33,15,1
host_3768,87,6.89,0,1,0,0,1,router,0,351.42,19,1
host_3769,6,9.68,1,1,1,0,1,endpoint,0,314.43,10,1
host_3770,68,7.99,3,1,0,0,0,endpoint,1,306.41,6,1
host_3771,18,1.37,0,1,0,0,0,endpoint,0,307.32,0,0
host_3772,73,3.48,4,1,0,0,0,IoT,1,384.37,5,1
host_3773,29,9.65,1,0,0,0,0,endpoint,0,328.5,17,1
host_3774,77,4.9,0,0,1,0,0,server,0,271.68,8,0
host_3775,59,1.12,3,0,0,0,0,endpoint,0,239.39,13,1
host_3776,47,4.59,3,1,0,0,0,endpoint,0,313.5,7,1
host_3777,17,6.97,2,1,0,0,0,endpoint,0,273.64,8,0
host_3778,96,9.98,2,0,0,0,1,endpoint,0,234.65,3,1
host_3779,22,3.24,3,1,1,0,1,endpoint,0,243.35,12,1
host_3780,68,5.14,1,0,1,0,0,IoT,0,213.34,12,0
host_3781,69,8.8,1,0,0,1,0,router,0,363.32,22,1
host_3782,37,3.55,1,0,0,0,0,endpoint,0,277.75,14,0
host_3783,49,1.09,1,0,0,0,0,router,0,263.21,20,0
host_3784,13,9.49,2,0,1,0,0,server,0,262.39,2,1
host_3785,34,4.88,3,0,0,0,0,router,1,206.42,13,1
host_3786,86,5.03,1,0,0,0,0,endpoint,0,330.06,17,0
host_3787,53,6.21,0,0,0,0,0,server,0,380.76,23,0
